time,airtime,channel,co2,data_rate,dev_id,frequency,gtw_id,humidity,latitude,longitude,pm10,pm25,rssi,snr,temp,timestamp
2020-02-03T01:17:37.237156827Z,61696000,1,823,SF7BW125,sbox8,904.1,sds-gateway-1,51.08,38.030388,-78.484,0,0,-54,10,21.16,1453687035
2020-02-03T01:20:17.986605149Z,61696000,3,412,SF7BW125,sbox9,904.5,sds-gateway-1,49.28,38.030388,-78.484,0,0,-51,10,21.23,1614380491
2020-02-03T01:20:38.595780279Z,61696000,7,606,SF7BW125,sbox7,905.3,sds-gateway-1,35.43,38.030388,-78.484,0,0,-54,11,21.68,1635058828
2/3/2020 1:21:03 AM,61696000,4,144,SF7BW125,sbox6,904.7,sds-gateway-3,61.29,38.026337,-78.50461,0,0,-16,10,13.51,3136621163
2020-02-03T01:24:38.046949854Z,113152000,7,600,SF8BW125,sbox11,905.3,sds-gateway-1,55.48,38.030388,-78.484,36,28,-111,-7,21.83,1874460132
2020-02-03T01:24:57.325552527Z,61696000,6,623,SF7BW125,sbox10,905.1,center-for-civic-innovation,49.57,38.030693,-78.47908,1,1,-66,11,17.61,4076164796
2020-02-03T01:27:05.226018009Z,61696000,3,935,SF7BW125,sbox2,904.5,sds-gateway-1,46.68,38.030388,-78.484,8,8,-50,9.5,22.19,2021667763
2020-02-03T01:32:37.185685927Z,61696000,5,834,SF7BW125,sbox8,904.9,sds-gateway-1,50.34,38.030388,-78.484,0,0,-51,11.75,22.02,2353663420
2020-02-03T01:35:17.910696832Z,61696000,7,440,SF7BW125,sbox9,905.3,sds-gateway-1,48.84,38.030388,-78.484,0,0,-87,9.5,22.16,2514364964
2020-02-03T01:36:03.768423914Z,61696000,5,132,SF7BW125,sbox6,904.9,sds-gateway-3,60.77,38.026337,-78.50461,0,0,-13,10.5,13.63,4036611620
2020-02-03T01:37:25.883439234Z,205824000,2,786,SF9BW125,sbox3,904.3,sds-gateway-1,35,38.030388,-78.484,23,23,-65,9,22.84,2642341780
2020-02-03T01:39:37.975148414Z,113152000,5,4781,SF8BW125,sbox11,904.9,sds-gateway-1,52.67,38.030388,-78.484,44,35,-53,12,22.66,2774444444
2020-02-03T01:39:57.339556494Z,61696000,5,640,SF7BW125,sbox10,904.9,center-for-civic-innovation,48.95,38.030693,-78.47908,0,0,-66,10.75,17.68,681191532
2020-02-03T01:47:08.956390586Z,205824000,7,1238,SF9BW125,sbox2,905.3,sds-gateway-1,45.19,38.030388,-78.484,42,37,-51,13.5,22.95,3225381188
2020-02-03T01:48:54.854089217Z,205824000,0,1569,SF9BW125,sbox8,903.9,sds-gateway-1,47.54,38.030388,-78.484,47,38,-111,-6.5,23.58,3331290468
2020-02-03T01:50:17.862307753Z,61696000,4,722,SF7BW125,sbox9,904.7,sds-gateway-1,46.85,38.030388,-78.484,24,24,-59,9.25,23.83,3414349819
2020-02-03T01:51:03.796909998Z,61696000,6,129,SF7BW125,sbox6,905.1,sds-gateway-3,60.28,38.026337,-78.50461,0,0,-13,9,13.79,641634508
2020-02-03T01:52:25.833415977Z,123392000,3,785,SF8BW125,sbox3,904.5,sds-gateway-1,35.39,38.030388,-78.484,33,30,-58,11,22.94,3542244132
2020-02-03T01:54:38.04571546Z,113152000,6,4420,SF8BW125,sbox11,905.1,sds-gateway-1,52.89,38.030388,-78.484,47,38,-108,-8.25,22.83,3674429052
2020-02-03T01:54:57.348427014Z,61696000,4,627,SF7BW125,sbox10,904.7,center-for-civic-innovation,49.94,38.030693,-78.47908,1,1,-69,10.25,17.67,1581184675
2020-02-03T01:56:41.109323321Z,61696000,1,368,SF7BW125,sbox4,904.1,sds-alex-apt,40.05,38.027557,-78.51521,0,0,-42,9.75,18.1,863178051
2020-02-03T02:02:08.918578485Z,71936000,0,1218,SF7BW125,sbox2,903.9,sds-gateway-1,45.15,38.030388,-78.484,43,38,-51,9.5,23,4125233731
2020-02-03T02:06:03.714021461Z,61696000,7,136,SF7BW125,sbox6,905.3,sds-gateway-3,59.96,38.026337,-78.50461,0,0,-15,9.75,13.88,1541625172
2020-02-03T02:07:25.773838065Z,113152000,1,766,SF8BW125,sbox3,904.1,sds-gateway-1,34.97,38.030388,-78.484,32,29,-61,11.25,22.95,147251420
2020-02-03T02:09:37.960825143Z,113152000,5,3761,SF8BW125,sbox11,904.9,sds-gateway-1,52.94,38.030388,-78.484,47,39,-48,11.25,22.85,279445500
2020-02-03T02:09:57.34806534Z,61696000,2,622,SF7BW125,sbox10,904.3,center-for-civic-innovation,49.91,38.030693,-78.47908,0,0,-69,8,17.68,2481177019
2020-02-03T02:10:01.404055664Z,205824000,2,1587,SF9BW125,sbox7,904.3,sds-gateway-1,33.64,38.030388,-78.484,19,19,-49,9,23.62,302823740
2020-02-03T02:11:12.971907771Z,205824000,1,2296,SF9BW125,sbox9,904.1,sds-gateway-1,47.54,38.030388,-78.484,23,23,-63,12.25,23.45,374344812
2020-02-03T02:11:41.047000572Z,61696000,7,378,SF7BW125,sbox4,905.3,sds-alex-apt,39.78,38.027557,-78.51521,0,0,-45,10.75,18.13,1763159948
2020-02-03T02:12:09.383215378Z,205824000,1,1016,SF9BW125,sbox8,904.1,sds-gateway-1,45.67,38.030388,-78.484,3,3,-114,-10.25,23.56,430870716
2020-02-03T02:17:08.795733087Z,61696000,3,1185,SF7BW125,sbox2,904.5,sds-gateway-1,44.82,38.030388,-78.484,44,38,-53,10.25,23,730242691
2020-02-03T02:21:03.734830036Z,61696000,3,133,SF7BW125,sbox6,904.5,sds-gateway-3,59.74,38.026337,-78.50461,0,0,-15,10.5,13.86,2441614891
2020-02-03T02:22:25.812558728Z,113152000,0,755,SF8BW125,sbox3,903.9,sds-gateway-1,35.16,38.030388,-78.484,37,31,-59,10.25,22.44,1047236076
2020-02-03T02:24:38.006061482Z,113152000,6,3590,SF8BW125,sbox11,905.1,sds-gateway-1,53.06,38.030388,-78.484,48,40,-58,10.75,21.19,1179429692
2020-02-03T02:24:57.355951823Z,61696000,6,594,SF7BW125,sbox10,905.1,center-for-civic-innovation,48.86,38.030693,-78.47908,3,3,-65,9.5,17.64,3381169572
2020-02-03T02:25:02.243098517Z,123392000,5,1493,SF8BW125,sbox7,904.9,sds-gateway-1,34.26,38.030388,-78.484,18,18,-52,11,23.4,1202722460
2020-02-03T02:26:12.746850814Z,71936000,0,1888,SF7BW125,sbox9,903.9,sds-gateway-1,47.84,38.030388,-78.484,23,23,-61,9.25,23.16,1274194987
2020-02-03T02:26:40.998376058Z,61696000,1,375,SF7BW125,sbox4,904.1,sds-alex-apt,41.76,38.027557,-78.51521,0,0,-45,9.5,17.99,2663142587
2020-02-03T02:32:08.819624146Z,61696000,6,1095,SF7BW125,sbox2,905.1,sds-gateway-1,40.19,38.030388,-78.484,49,42,-54,9.75,20.4,160392660
2020-02-03T02:35:44.849355972Z,205824000,0,1873,SF9BW125,sbox8,903.9,sds-gateway-1,45.06,38.030388,-78.484,45,39,-106,-5.5,23.46,376432676
2020-02-03T02:36:03.747910027Z,61696000,6,127,SF7BW125,sbox6,905.1,sds-gateway-3,59.62,38.026337,-78.50461,0,0,-13,8.25,13.86,3341605100
2020-02-03T02:37:25.768777227Z,113152000,7,721,SF8BW125,sbox3,905.3,sds-gateway-1,36.12,38.030388,-78.484,39,32,-67,11,19.98,477384604
2020-02-03T02:39:37.950974992Z,113152000,0,2886,SF8BW125,sbox11,903.9,sds-gateway-1,54.64,38.030388,-78.484,47,39,-65,11.25,19.44,609577588
2020-02-03T02:39:57.353738834Z,61696000,7,577,SF7BW125,sbox10,905.3,center-for-civic-innovation,49.94,38.030693,-78.47908,4,4,-67,10.25,17.6,4281162300
2020-02-03T02:40:01.182632211Z,113152000,4,1382,SF8BW125,sbox7,904.7,sds-gateway-1,34.8,38.030388,-78.484,18,18,-54,11.5,23.28,632856972
2020-02-03T02:41:12.684049809Z,61696000,5,1744,SF7BW125,sbox9,904.9,sds-gateway-1,48.5,38.030388,-78.484,22,22,-58,9,23.1,704332580
2020-02-03T02:41:41.063333331Z,61696000,2,385,SF7BW125,sbox4,904.3,sds-alex-apt,42.65,38.027557,-78.51521,0,0,-40,7,17.92,3563123859
2020-02-03T02:47:08.958001795Z,61696000,0,1097,SF7BW125,sbox2,903.9,sds-gateway-1,47.54,38.030388,-78.484,51,44,-53,9.5,19.54,1060379443
2020-02-03T02:50:44.680329092Z,71936000,3,1814,SF7BW125,sbox8,904.5,sds-gateway-1,46.4,38.030388,-78.484,49,42,-48,9.75,23.37,1276274851
2020-02-03T02:51:03.770823925Z,61696000,5,124,SF7BW125,sbox6,904.9,sds-gateway-3,59.47,38.026337,-78.50461,0,0,-13,9.25,13.9,4241595220
2020-02-03T02:52:25.722880774Z,113152000,3,741,SF8BW125,sbox3,904.5,sds-gateway-1,38.24,38.030388,-78.484,38,32,-67,12.75,19.58,1377369596
2020-02-03T02:54:37.901787132Z,113152000,3,2468,SF8BW125,sbox11,904.5,sds-gateway-1,55.27,38.030388,-78.484,29,18,-65,10.25,19.14,1509562412
2020-02-03T02:54:57.361607214Z,61696000,1,568,SF7BW125,sbox10,904.1,center-for-civic-innovation,48.92,38.030693,-78.47908,0,0,-67,10.25,17.49,886187851
2020-02-03T02:55:01.280305305Z,113152000,7,1343,SF8BW125,sbox7,905.3,sds-gateway-1,35.71,38.030388,-78.484,20,16,-40,11.25,23.3,1532838044
2020-02-03T02:56:12.727541169Z,61696000,2,1547,SF7BW125,sbox9,904.3,sds-gateway-1,49.14,38.030388,-78.484,23,23,-61,7.5,23.16,1604316675
2020-02-03T03:02:08.722996732Z,61696000,7,1085,SF7BW125,sbox2,905.3,sds-gateway-1,48.74,38.030388,-78.484,51,44,-55,10.75,19.14,1960366164
2020-02-03T03:05:44.632692494Z,61696000,7,1716,SF7BW125,sbox8,905.3,sds-gateway-1,47.11,38.030388,-78.484,52,44,-109,-4.25,23.41,2176240620
2020-02-03T03:06:04.695663022Z,61696000,4,127,SF7BW125,sbox6,904.7,sds-gateway-3,59.32,38.026337,-78.50461,0,0,-16,9.75,13.93,847617675
2020-02-03T03:07:25.842269487Z,113152000,1,739,SF8BW125,sbox3,904.1,sds-gateway-1,38.33,38.030388,-78.484,1,1,-65,12.25,19.32,2277355100
2020-02-03T03:09:37.93887733Z,113152000,5,2129,SF8BW125,sbox11,904.9,sds-gateway-1,55.98,38.030388,-78.484,9,9,-66,11,19.02,2409546516
2020-02-03T03:09:57.378205053Z,61696000,2,585,SF7BW125,sbox10,904.3,center-for-civic-innovation,51.19,38.030693,-78.47908,0,0,-67,8.5,17.39,1786178931
2020-02-03T03:10:01.170465916Z,113152000,3,1268,SF8BW125,sbox7,904.5,sds-gateway-1,35.89,38.030388,-78.484,19,16,-47,11,23.34,2432819268
2020-02-03T03:11:12.666701141Z,61696000,3,1402,SF7BW125,sbox9,904.5,sds-gateway-1,49.11,38.030388,-78.484,22,22,-61,9,23.24,2504300803
2020-02-03T03:11:41.013986636Z,61696000,7,390,SF7BW125,sbox4,905.3,sds-alex-apt,41.15,38.027557,-78.51521,0,0,-45,11.5,17.83,497020084
2020-02-03T03:17:08.850767765Z,61696000,1,1053,SF7BW125,sbox2,904.1,sds-gateway-1,47.66,38.030388,-78.484,11,11,-51,10.25,19.41,2860353403
2020-02-03T03:20:44.565557559Z,61696000,3,1632,SF7BW125,sbox8,904.5,sds-gateway-1,47.05,38.030388,-78.484,50,43,-52,8.5,23.41,3076216715
2020-02-03T03:21:03.708532959Z,61696000,5,127,SF7BW125,sbox6,904.9,sds-gateway-3,59.22,38.026337,-78.50461,0,0,-13,10,13.97,1746608116
2020-02-03T03:22:25.713143034Z,113152000,0,716,SF8BW125,sbox3,903.9,sds-gateway-1,36.98,38.030388,-78.484,5,5,-67,11.25,19.62,3177340332
2020-02-03T03:24:37.889133783Z,113152000,1,1852,SF8BW125,sbox11,904.1,sds-gateway-1,55.75,38.030388,-78.484,11,11,-66,10.75,19.22,3309531092
2020-02-03T03:24:57.370406689Z,61696000,7,582,SF7BW125,sbox10,905.3,center-for-civic-innovation,50.14,38.030693,-78.47908,0,0,-66,8.25,17.49,2686172964
2020-02-03T03:25:01.206365537Z,113152000,6,1181,SF8BW125,sbox7,905.1,sds-gateway-1,35.71,38.030388,-78.484,17,15,-103,-4.25,23.34,3332800420
2020-02-03T03:26:12.614916052Z,61696000,2,1247,SF7BW125,sbox9,904.3,sds-gateway-1,49.17,38.030388,-78.484,21,21,-59,6.75,23.27,3404284979
2020-02-03T03:26:40.966987868Z,61696000,6,390,SF7BW125,sbox4,905.1,sds-alex-apt,41.68,38.027557,-78.51521,0,0,-43,10,17.54,1397002220
2020-02-03T03:32:08.715808938Z,61696000,6,1033,SF7BW125,sbox2,905.1,sds-gateway-1,39.53,38.030388,-78.484,11,11,-51,10,19.38,3760340068
2020-02-03T03:35:44.50604352Z,61696000,2,1531,SF7BW125,sbox8,904.3,sds-gateway-1,47.2,38.030388,-78.484,50,43,-49,7.75,23.38,3976192667
2020-02-03T03:36:03.730144986Z,61696000,3,131,SF7BW125,sbox6,904.5,sds-gateway-3,59.08,38.026337,-78.50461,0,0,-14,9.25,13.97,2646598211
2020-02-03T03:37:25.641028854Z,113152000,6,711,SF8BW125,sbox3,905.1,sds-gateway-1,37.74,38.030388,-78.484,0,0,-64,12,19.54,4077325636
2020-02-03T03:39:37.832734317Z,113152000,2,1589,SF8BW125,sbox11,904.3,sds-gateway-1,55.52,38.030388,-78.484,0,0,-63,8.75,19.07,4209515668
2020-02-03T03:39:57.377381754Z,61696000,2,581,SF7BW125,sbox10,904.3,center-for-civic-innovation,49.93,38.030693,-78.47908,0,0,-67,7.75,17.41,865854467
2020-02-03T03:40:01.157751478Z,113152000,2,1078,SF8BW125,sbox7,904.3,sds-gateway-1,35.45,38.030388,-78.484,21,21,-39,8.75,23.24,4232781748
2020-02-03T03:41:12.658599581Z,61696000,5,1122,SF7BW125,sbox9,904.9,sds-gateway-1,49.29,38.030388,-78.484,66,49,-59,9.25,23.23,9302132
2020-02-03T03:41:41.011814759Z,61696000,3,387,SF7BW125,sbox4,904.5,sds-alex-apt,40.5,38.027557,-78.51521,0,0,-41,10,17.44,2296984347
2020-02-03T03:47:08.651861246Z,61696000,5,1016,SF7BW125,sbox2,904.9,sds-gateway-1,43.73,38.030388,-78.484,23,23,-53,10.25,18.91,365359684
2020-02-03T03:50:44.547530497Z,61696000,4,1485,SF7BW125,sbox8,904.7,sds-gateway-1,47.65,38.030388,-78.484,50,43,-53,10.25,23.25,581201467
2020-02-03T03:51:03.644038531Z,61696000,1,128,SF7BW125,sbox6,904.1,sds-gateway-3,58.93,38.026337,-78.50461,0,0,-17,9.75,14,3546588203
2020-02-03T03:52:25.690552058Z,113152000,7,698,SF8BW125,sbox3,905.3,sds-gateway-1,37.7,38.030388,-78.484,1,1,-67,11.25,19.13,682343660
2020-02-03T03:54:37.869381204Z,113152000,1,1395,SF8BW125,sbox11,904.1,sds-gateway-1,55.84,38.030388,-78.484,2,2,-63,12.25,18.7,814533036
2020-02-03T03:54:57.347647324Z,61696000,6,579,SF7BW125,sbox10,905.1,center-for-civic-innovation,50.51,38.030693,-78.47908,1,1,-67,11,17.36,1765847124
2020-02-03T03:55:01.126100593Z,113152000,0,1038,SF8BW125,sbox7,903.9,sds-gateway-1,35.34,38.030388,-78.484,7,7,-111,-4,23.2,837795468
2020-02-03T03:56:12.604384461Z,61696000,7,1003,SF7BW125,sbox9,905.3,sds-gateway-1,49.02,38.030388,-78.484,7,7,-63,10,23.21,909285908
2020-02-03T03:56:40.981026624Z,61696000,0,395,SF7BW125,sbox4,903.9,sds-alex-apt,41.45,38.027557,-78.51521,0,0,-41,9.25,17.51,3196966643
2020-02-03T04:02:08.701698582Z,61696000,3,997,SF7BW125,sbox2,904.5,sds-gateway-1,48.35,38.030388,-78.484,15,15,-52,9.25,18.74,1265346779
2020-02-03T04:05:44.494664783Z,61696000,5,1429,SF7BW125,sbox8,904.9,sds-gateway-1,47.79,38.030388,-78.484,2,2,-51,10.75,23.23,1481177836
2020-02-03T04:06:03.71588227Z,61696000,6,128,SF7BW125,sbox6,905.1,sds-gateway-3,58.74,38.026337,-78.50461,0,0,-13,9.75,14.01,788463820
2020-02-03T04:07:25.633555747Z,113152000,5,685,SF8BW125,sbox3,904.9,sds-gateway-1,38.73,38.030388,-78.484,4,4,-67,12.25,19.02,1582329452
2020-02-03T04:09:37.822839993Z,113152000,6,1324,SF8BW125,sbox11,905.1,sds-gateway-1,55.9,38.030388,-78.484,20,12,-63,11,18.66,1714517692
2020-02-03T04:09:57.351928496Z,61696000,1,558,SF7BW125,sbox10,904.1,center-for-civic-innovation,50.37,38.030693,-78.47908,0,0,-66,8.75,17.18,2665839851
2020-02-03T04:10:01.151358594Z,113152000,4,963,SF8BW125,sbox7,904.7,sds-gateway-1,35.76,38.030388,-78.484,26,15,-46,10.75,23.17,1737776652
2020-02-03T04:11:12.64415502Z,61696000,4,956,SF7BW125,sbox9,904.7,sds-gateway-1,49.2,38.030388,-78.484,8,8,-61,9.5,23.2,1809270139
2020-02-03T04:11:40.961188175Z,61696000,2,385,SF7BW125,sbox4,904.3,sds-alex-apt,42.42,38.027557,-78.51521,0,0,-41,7.25,17.16,4096948883
2020-02-03T04:17:08.678675697Z,61696000,7,1007,SF7BW125,sbox2,905.3,sds-gateway-1,48.29,38.030388,-78.484,4,4,-54,8.75,18.59,2165334332
2020-02-03T04:20:44.438684362Z,61696000,2,1379,SF7BW125,sbox8,904.3,sds-gateway-1,48.26,38.030388,-78.484,1,1,-48,7.5,23.27,2381153475
2020-02-03T04:21:03.648620924Z,61696000,3,135,SF7BW125,sbox6,904.5,sds-gateway-3,58.88,38.026337,-78.50461,0,0,-15,10,13.79,1688453827
2020-02-03T04:22:25.680342887Z,113152000,4,675,SF8BW125,sbox3,904.7,sds-gateway-1,37.78,38.030388,-78.484,3,3,-66,12,18.52,2482314588
2020-02-03T04:24:37.859874065Z,113152000,3,1206,SF8BW125,sbox11,904.5,sds-gateway-1,55.91,38.030388,-78.484,21,11,-63,11.5,18.09,2614502412
2020-02-03T04:24:57.267749924Z,61696000,0,464,SF7BW125,sbox10,903.9,center-for-civic-innovation,45.53,38.030693,-78.47908,0,0,-67,10.25,16.81,3565832483
2020-02-03T04:25:01.091627846Z,113152000,5,957,SF8BW125,sbox7,904.9,sds-gateway-1,35.98,38.030388,-78.484,3,3,-45,10.25,23.27,2637757772
2020-02-03T04:26:12.674551281Z,61696000,1,859,SF7BW125,sbox9,904.1,sds-gateway-1,49.39,38.030388,-78.484,1,1,-55,9.75,23.23,2709254291
2020-02-03T04:32:08.688231524Z,61696000,6,996,SF7BW125,sbox2,905.1,sds-gateway-1,47.73,38.030388,-78.484,2,2,-52,9.5,17.68,3065321076
2020-02-03T04:35:44.48892682Z,61696000,3,1334,SF7BW125,sbox8,904.5,sds-gateway-1,48.39,38.030388,-78.484,0,0,-49,9.25,23.31,3281129595
2020-02-03T04:36:03.64994104Z,61696000,6,142,SF7BW125,sbox6,905.1,sds-gateway-3,59.2,38.026337,-78.50461,0,0,-13,9,13.46,2588444060
2020-02-03T04:37:25.62163569Z,113152000,6,654,SF8BW125,sbox3,905.1,sds-gateway-1,37.45,38.030388,-78.484,0,0,-60,9.75,17.58,3382298764
2020-02-03T04:39:37.808492784Z,113152000,6,1120,SF8BW125,sbox11,905.1,sds-gateway-1,56.42,38.030388,-78.484,22,11,-65,11.5,17.22,3514487292
2020-02-03T04:39:57.27186889Z,61696000,5,459,SF7BW125,sbox10,904.9,center-for-civic-innovation,44.93,38.030693,-78.47908,0,0,-66,10.25,16.48,170858004
2020-02-03T04:40:01.037719173Z,113152000,4,925,SF8BW125,sbox7,904.7,sds-gateway-1,36.28,38.030388,-78.484,3,3,-47,10.75,23.28,3537739284
2020-02-03T04:41:12.536062165Z,61696000,3,788,SF7BW125,sbox9,904.5,sds-gateway-1,49.63,38.030388,-78.484,1,1,-57,9.75,23.23,3609238747
2020-02-03T04:41:40.926304644Z,61696000,5,387,SF7BW125,sbox4,904.9,sds-alex-apt,44.19,38.027557,-78.51521,0,0,-41,9.5,15.96,162876428
2020-02-03T04:47:08.633894654Z,61696000,2,964,SF7BW125,sbox2,904.3,sds-gateway-1,49.42,38.030388,-78.484,0,0,-52,7.5,17.28,3965308403
2020-02-03T04:50:44.427997405Z,61696000,5,1284,SF7BW125,sbox8,904.9,sds-gateway-1,48.44,38.030388,-78.484,0,0,-49,10,23.37,4181105676
2020-02-03T04:51:03.673136816Z,61696000,1,137,SF7BW125,sbox6,904.1,sds-gateway-3,59.55,38.026337,-78.50461,0,0,-15,10.25,13.13,3488434363
2020-02-03T04:52:25.756646828Z,113152000,1,646,SF8BW125,sbox3,904.1,sds-gateway-1,37.44,38.030388,-78.484,1,1,-61,10.75,17.65,4282286012
2020-02-03T04:54:37.852900776Z,113152000,1,1066,SF8BW125,sbox11,904.1,sds-gateway-1,56.61,38.030388,-78.484,0,0,-63,11.25,17.36,119505308
2020-02-03T04:54:58.265818958Z,61696000,3,447,SF7BW125,sbox10,904.5,center-for-civic-innovation,46.32,38.030693,-78.47908,0,0,-67,9.75,16.32,1071850635
2020-02-03T04:55:01.101022881Z,113152000,7,894,SF8BW125,sbox7,905.3,sds-gateway-1,36.04,38.030388,-78.484,3,3,-47,11,23.3,142751380
2020-02-03T04:56:12.590612294Z,61696000,0,745,SF7BW125,sbox9,903.9,sds-gateway-1,49.65,38.030388,-78.484,0,0,-60,9,23.25,214255259
2020-02-03T04:56:40.851625174Z,61696000,3,381,SF7BW125,sbox4,904.5,sds-alex-apt,44.73,38.027557,-78.51521,0,0,-42,10,15.39,1062859531
2020-02-03T05:02:08.701667501Z,61696000,1,961,SF7BW125,sbox2,904.1,sds-gateway-1,48.65,38.030388,-78.484,0,0,-53,10.25,17.21,570328635
2020-02-03T05:05:44.379450841Z,61696000,3,1247,SF7BW125,sbox8,904.5,sds-gateway-1,48.5,38.030388,-78.484,0,0,-51,8,23.38,786114699
2020-02-03T05:06:04.701057369Z,61696000,4,140,SF7BW125,sbox6,904.7,sds-gateway-3,59.97,38.026337,-78.50461,0,0,-13,9.25,12.89,94456883
2020-02-03T05:07:26.699267723Z,113152000,0,647,SF8BW125,sbox3,903.9,sds-gateway-1,39.33,38.030388,-78.484,1,1,-64,11,17.74,888303740
2020-02-03T05:09:37.799368105Z,113152000,2,1019,SF8BW125,sbox11,904.3,sds-gateway-1,56.76,38.030388,-78.484,0,0,-60,8.5,17.61,1019489980
2020-02-03T05:09:57.267954268Z,61696000,1,453,SF7BW125,sbox10,904.1,center-for-civic-innovation,49.6,38.030693,-78.47908,0,0,-66,8.75,16.42,1970844035
2020-02-03T05:10:01.035056232Z,113152000,4,860,SF8BW125,sbox7,904.7,sds-gateway-1,36.3,38.030388,-78.484,0,0,-48,12,23.28,1042733916
2020-02-03T05:11:12.526917254Z,61696000,1,709,SF7BW125,sbox9,904.1,sds-gateway-1,49.69,38.030388,-78.484,0,0,-59,9.75,23.27,1114239307
2020-02-03T05:11:40.928453154Z,61696000,6,378,SF7BW125,sbox4,905.1,sds-alex-apt,44.94,38.027557,-78.51521,0,0,-41,10,15.29,1962843316
2020-02-03T05:17:09.622345813Z,61696000,7,947,SF7BW125,sbox2,905.3,sds-gateway-1,48.37,38.030388,-78.484,0,0,-57,10,17.55,1471315252
2020-02-03T05:20:44.418995077Z,61696000,5,1221,SF7BW125,sbox8,904.9,sds-gateway-1,48.89,38.030388,-78.484,0,0,-53,9.75,23.38,1686090444
